event_id,event_name,place,bib,name,uci_id,club,country,time,laps,category,event_country,event_date
17204,Pas Normal Studios - Cyclocross race,1,5,Idriss HamdiCCCC,,CCCC,BEL,46:44,15,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteCCCC3:062:553:20,CCCC,3:06,,2:55,3:20,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,CCCC,3:06,2:55,,3:20,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,2,8,Jens Christian DichDBC Ballerup,,DBC Ballerup,DEN,45:19,14,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteDBC Ballerup3:143:003:23,DBC Ballerup,3:14,,3:00,3:23,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,DBC Ballerup,3:14,3:00,,3:23,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,3,11,Mihaly BakiNBCK,,NBCK,HUN,46:12,13,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteNBCK3:333:133:51,NBCK,3:33,,3:13,3:51,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,NBCK,3:33,3:13,,3:51,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,4,3,Claus AnkjærgaardNørrebro Cykleklub,,Nørrebro Cykleklub,DEN,47:17,13,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteNørrebro Cykleklub3:383:263:44,Nørrebro Cykleklub,3:38,,3:26,3:44,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Nørrebro Cykleklub,3:38,3:26,,3:44,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,5,14,Nicoline NicolajsenICC Copenhagen,,ICC Copenhagen,DEN,46:58,12,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteICC Copenhagen3:543:474:03,ICC Copenhagen,3:54,,3:47,4:03,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,ICC Copenhagen,3:54,3:47,,4:03,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,6,7,Pernille Koch,,,DEN,45:22,11,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammaste-4:074:004:35,-,4:07,,4:00,4:35,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,-,4:07,4:00,,4:35,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,7,4,isidore De souza,,,FRA,47:09,11,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammaste-4:173:514:58,-,4:17,,3:51,4:58,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,-,4:17,3:51,,4:58,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,8,16,Alicia RegodonUNCity,,UNCity,DEN,47:46,10,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteUNCity4:464:344:57,UNCity,4:46,,4:34,4:57,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,UNCity,4:46,4:34,,4:57,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,9,15,Cecilie BjerrumICC Copenhagen,,ICC Copenhagen,DEN,48:32,10,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteICC Copenhagen4:514:325:54,ICC Copenhagen,4:51,,4:32,5:54,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,ICC Copenhagen,4:51,4:32,,5:54,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,10,12,Sandro Daniele,,,ITA,,9,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammaste-3:573:484:17,-,3:57,,3:48,4:17,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,-,3:57,3:48,,4:17,,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,11,17,Jonas BayhICC Copenhagen,,ICC Copenhagen,DEN,,3,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,Klubb/FöretagGenomsnittligSnabbasteLångsammasteICC Copenhagen3:363:263:48,ICC Copenhagen,3:36,,3:26,3:48,,,,DEN,2026-03-01
17204,Pas Normal Studios - Cyclocross race,ICC Copenhagen,3:36,3:26,,3:48,,,,,DEN,2026-03-01
17539,Challenge Cross-Cup VI - Vejen BC,1,324,Thorleif Tejlmand RasmussenHolte MTB Klub,10141207126,,DEN,37:38,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointHolte MTB Klub7:177:087:4020,Holte MTB Klub,7:17,7:08,Holte MTB Klub,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Holte MTB Klub,7:17,7:08,7:40,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,2,338,Oscar Munkholm He AndersenGreve Cykle Club,10156792501,,DEN,39:11,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointGreve Cykle Club9:299:059:4918,Greve Cykle Club,9:29,9:05,Greve Cykle Club,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Greve Cykle Club,9:29,9:05,9:49,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,3,301,Malthe Akkerman SchacksenHammel Cykle Klub,10152083149,,DEN,40:46,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointHammel Cykle Klub9:539:1310:4716,Hammel Cykle Klub,9:53,9:13,Hammel Cykle Klub,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Hammel Cykle Klub,9:53,9:13,10:47,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,4,321,Valdemar Broeng NielsenEsbjerg Cykle Ring Sport af 1919,10169895278,,DEN,44:11,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointEsbjerg Cykle Ring Sport af 191.10:439:5211:161,Esbjerg Cykle Ring Sport af 191.,10:43,9:52,Esbjerg Cykle Ring Sport af 191.,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Esbjerg Cykle Ring Sport af 191.,10:43,9:52,11:16,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,5,336,Valdemar Tejlmand RasmussenHolte MTB Klub,10167751073,,DEN,44:51,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointHolte MTB Klub10:549:2912:211,Holte MTB Klub,10:54,9:29,Holte MTB Klub,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Holte MTB Klub,10:54,9:29,12:21,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,6,316,Sejer BankeCykling Odense,10153900685,,DEN,36:25,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointCykling Odense11:4310:4412:571,Cykling Odense,11:43,10:44,Cykling Odense,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Cykling Odense,11:43,10:44,12:57,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,7,323,Kalle Søgaard StrandbyEsbjerg Cykle Ring Sport af 1919,10159270950,,DEN,36:49,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointEsbjerg Cykle Ring Sport af 191.11:4811:1112:571,Esbjerg Cykle Ring Sport af 191.,11:48,11:11,Esbjerg Cykle Ring Sport af 191.,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Esbjerg Cykle Ring Sport af 191.,11:48,11:11,12:57,,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,8,319,Villads KjærHerning Cykle Klub,10170258020,,DEN,48:48,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,KlubSnitBedsteVærstePointHerning Cykle Klub15:4913:5816:491,Herning Cykle Klub,15:49,13:58,Herning Cykle Klub,,,,,DEN,2026-01-18
17539,Challenge Cross-Cup VI - Vejen BC,Herning Cykle Klub,15:49,13:58,16:49,,,,,,DEN,2026-01-18
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,1,2,Daniel Weis NielsenBHS - PL Beton Bornholm,10051489200,,DEN,1:03:46,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteBHS - PL Beton Bornholm6:126:076:19,BHS - PL Beton Bornholm,6:12,6:07,BHS - PL Beton Bornholm,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,BHS - PL Beton Bornholm,6:12,6:07,6:19,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,2,16,Sebastian Fini JuulMONDRAKER FACTORY RACING,10008129590,,DEN,1:04:08,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteMONDRAKER FACTORY RACING6:146:076:21,MONDRAKER FACTORY RACING,6:14,6:07,MONDRAKER FACTORY RACING,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,MONDRAKER FACTORY RACING,6:14,6:07,6:21,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,3,1,Bailey GroenendaalWV Schijnder,10022873085,,DEN,1:04:12,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteWV Schijnder6:156:066:22,WV Schijnder,6:15,6:06,WV Schijnder,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,WV Schijnder,6:15,6:06,6:22,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,4,4,Mads Schulz JørgensenBHS - PL Beton Bornholm,10036595656,,DEN,1:05:41,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteBHS - PL Beton Bornholm6:236:156:32,BHS - PL Beton Bornholm,6:23,6:15,BHS - PL Beton Bornholm,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,BHS - PL Beton Bornholm,6:23,6:15,6:32,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,5,3,Karl-Erik RosendahlARBÖ On-Fahrrad,10055184492,,DEN,1:05:47,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteARBÖ On-Fahrrad6:246:156:30,ARBÖ On-Fahrrad,6:24,6:15,ARBÖ On-Fahrrad,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,ARBÖ On-Fahrrad,6:24,6:15,6:30,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,6,5,Jonas Posselt GamborgHammel Cykle Klub,10057176329,,DEN,1:06:51,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteHammel Cykle Klub6:306:226:41,Hammel Cykle Klub,6:30,6:22,Hammel Cykle Klub,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Hammel Cykle Klub,6:30,6:22,6:41,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,7,25,Kristian Østergaard AndersenmiKKen Cycling,10053148607,,DEN,1:06:54,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærstemiKKen Cycling6:306:256:37,miKKen Cycling,6:30,6:25,miKKen Cycling,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,miKKen Cycling,6:30,6:25,6:37,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,8,12,Morten ÖrnhagenCykle Klubben Aarhus,10116173951,,DEN,1:07:46,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCykle Klubben Aarhus6:366:226:49,Cykle Klubben Aarhus,6:36,6:22,Cykle Klubben Aarhus,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cykle Klubben Aarhus,6:36,6:22,6:49,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,9,17,Mikkel JørgensenCeramicspeed Racing p/b Aros Forsikring,10055116188,,DEN,1:03:52,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,10,26,Casper IngerslevCykle Klubben Aarhus,10107715854,,DEN,1:03:53,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCykle Klubben Aarhus6:546:277:21,Cykle Klubben Aarhus,6:54,6:27,Cykle Klubben Aarhus,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cykle Klubben Aarhus,6:54,6:27,7:21,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,11,24,Asbjørn Siig BuusRold Skov MTB,10119731326,,DEN,1:04:15,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteRold Skov MTB6:556:457:05,Rold Skov MTB,6:55,6:45,Rold Skov MTB,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Rold Skov MTB,6:55,6:45,7:05,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,12,10,Oliver Friis SørensenAarhus MTB,10015414290,,DEN,1:04:20,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteAarhus MTB6:566:497:05,Aarhus MTB,6:56,6:49,Aarhus MTB,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Aarhus MTB,6:56,6:49,7:05,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,13,18,Anders Kongsgaard FrommCykle Klubben Aarhus,10126725531,,DEN,1:04:51,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCykle Klubben Aarhus6:596:507:22,Cykle Klubben Aarhus,6:59,6:50,Cykle Klubben Aarhus,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cykle Klubben Aarhus,6:59,6:50,7:22,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,14,27,Andreas Aidel BrixenBHS - PL Beton Bornholm,10014564128,,DEN,1:06:00,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteBHS - PL Beton Bornholm6:596:567:01,BHS - PL Beton Bornholm,6:59,6:56,BHS - PL Beton Bornholm,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,BHS - PL Beton Bornholm,6:59,6:56,7:01,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,15,19,Martin Ringsted LarsenMiddelfart Cykel Club,10007432507,,DEN,1:06:46,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteMiddelfart Cykel Club7:117:057:29,Middelfart Cykel Club,7:11,7:05,Middelfart Cykel Club,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Middelfart Cykel Club,7:11,7:05,7:29,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,16,6,Rolf Køhler KreutzerCycling Club Hillerød (CC Hillerød),10145268089,,DEN,1:06:52,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCycling Club Hillerød (CC Hille.7:127:017:26,Cycling Club Hillerød (CC Hille.,7:12,7:01,Cycling Club Hillerød (CC Hille.,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cycling Club Hillerød (CC Hille.,7:12,7:01,7:26,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,17,23,Vitus Bone KarlsenAarhus Studenternes Cykelklub,10145008516,,DEN,1:06:53,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteAarhus Studenternes Cykelklub7:136:567:55,Aarhus Studenternes Cykelklub,7:13,6:56,Aarhus Studenternes Cykelklub,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Aarhus Studenternes Cykelklub,7:13,6:56,7:55,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,18,15,Kristoffer Sundstrup MarkussenHolte MTB Klub,10118423846,,DEN,1:08:08,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteHolte MTB Klub7:196:577:32,Holte MTB Klub,7:19,6:57,Holte MTB Klub,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Holte MTB Klub,7:19,6:57,7:32,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,19,22,Jakob Brodersen GugelHMIF (Hoptrup-Marstrup Idrætsforening),10009222054,,DEN,1:08:31,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteHMIF (Hoptrup-Marstrup Idrætsfo.7:227:127:49,HMIF (Hoptrup-Marstrup Idrætsfo.,7:22,7:12,HMIF (Hoptrup-Marstrup Idrætsfo.,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,HMIF (Hoptrup-Marstrup Idrætsfo.,7:22,7:12,7:49,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,20,9,Frederik Winther Hulbæk PetersenARBÖ On-Fahrrad,10088545927,,DEN,1:09:39,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteARBÖ On-Fahrrad7:317:117:58,ARBÖ On-Fahrrad,7:31,7:11,ARBÖ On-Fahrrad,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,ARBÖ On-Fahrrad,7:31,7:11,7:58,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,21,28,Nikolaj Rud ØstergaardCykle Klubben Aarhus,10007819695,,DEN,1:09:50,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCykle Klubben Aarhus7:317:127:47,Cykle Klubben Aarhus,7:31,7:12,Cykle Klubben Aarhus,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cykle Klubben Aarhus,7:31,7:12,7:47,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,22,20,Palle BangSkive Cykle Klub,10097322609,,DEN,1:05:12,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteSkive Cykle Klub7:527:308:39,Skive Cykle Klub,7:52,7:30,Skive Cykle Klub,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Skive Cykle Klub,7:52,7:30,8:39,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,23,7,Simon MarquardsenNæstved Bicycle Club,10079482992,,DEN,1:08:08,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteNæstved Bicycle Club8:147:588:33,Næstved Bicycle Club,8:14,7:58,Næstved Bicycle Club,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Næstved Bicycle Club,8:14,7:58,8:33,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,24,21,Kasper Gade PanduroHerning Cykle Klub,10114921136,,DEN,1:10:21,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteHerning Cykle Klub8:327:1713:01,Herning Cykle Klub,8:32,7:17,Herning Cykle Klub,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Herning Cykle Klub,8:32,7:17,13:01,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,25,13,Bertram Marquardsen StitzNæstved Bicycle Club,10079571508,,DEN,1:10:31,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteNæstved Bicycle Club8:328:149:04,Næstved Bicycle Club,8:32,8:14,Næstved Bicycle Club,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Næstved Bicycle Club,8:32,8:14,9:04,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,DNF,29,Jonas Nordal BrixenCeramicspeed Racing p/b Aros Forsikring,10014565946,,DEN,1:01:22,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCeramicspeed Racing p/b Aros Fo.7:257:067:47,Ceramicspeed Racing p/b Aros Fo.,7:25,7:06,Ceramicspeed Racing p/b Aros Fo.,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Ceramicspeed Racing p/b Aros Fo.,7:25,7:06,7:47,,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,DNF,11,Kasper NordenCykling Odense,10086287746,,DEN,29:13,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,KlubSnitBedsteVærsteCykling Odense8:598:399:40,Cykling Odense,8:59,8:39,Cykling Odense,,,,,DEN,2026-01-11
17095,DM i Cyklecross - Powered by Agro-Top - Skive CK,Cykling Odense,8:59,8:39,9:40,,,,,,DEN,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,1,6,David RisbergÖrebrocyklisterna,10022265019,Örebrocyklisterna,SWE,1:00:51,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567Örebrocyklisterna2:528:068:078:148:148:218:248:31,Örebrocyklisterna,2:52,8:06,8:14,8:14,8:24,8:21,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Örebrocyklisterna,2:52,8:06,8:07,8:14,8:21,8:31,8:24,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,2,7,Nils JOHANSSONIKHP Huskvarna,10022656049,IKHP Huskvarna,SWE,1:03:33,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567IKHP Huskvarna2:538:228:188:338:448:478:529:01,IKHP Huskvarna,2:53,8:22,8:33,8:44,8:52,8:47,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,IKHP Huskvarna,2:53,8:22,8:18,8:44,8:47,9:01,8:52,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,3,9,Vilmer EkmanLucky Sport Cycling Club,10022659988,Lucky Sport Cycling Club,SWE,1:06:51,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567Lucky Sport Cycling Club2:548:438:539:009:109:049:159:48,Lucky Sport Cycling Club,2:54,8:43,9:00,9:10,9:15,9:04,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Lucky Sport Cycling Club,2:54,8:43,8:53,9:10,9:04,9:48,9:15,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,4,11,Vilmar AASTRUPBauhaus Sportklubb,10022482156,Bauhaus Sportklubb,SWE,1:08:04,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567Bauhaus Sportklubb3:038:599:029:109:119:319:359:30,Bauhaus Sportklubb,3:03,8:59,9:10,9:11,9:35,9:31,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Bauhaus Sportklubb,3:03,8:59,9:02,9:11,9:31,9:30,9:35,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,5,8,Louis MONVILLECK Master,10132708310,CK Master,SWE,1:08:15,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567CK Master2:598:589:099:239:139:239:429:24,CK Master,2:59,8:58,9:23,9:13,9:42,9:23,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,CK Master,2:59,8:58,9:09,9:13,9:23,9:24,9:42,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,6,16,Lukas MERKELCK Hymer,10075575916,CK Hymer,SWE,1:08:18,7,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag01234567CK Hymer3:029:019:069:289:279:169:439:13,CK Hymer,3:02,9:01,9:28,9:27,9:43,9:16,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,CK Hymer,3:02,9:01,9:06,9:27,9:16,9:13,9:43,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,7,13,Dexter KOCKLänna sport,10062276711,Länna sport,SWE,1:02:07,6,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Klubb/Företag0123456Länna sport3:059:068:5810:579:489:5110:19,Länna sport,3:05,9:06,10:57,9:48,10:19,9:51,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,Länna sport,3:05,9:06,8:58,9:48,9:51,,10:19,,SWE,2026-01-11
16839,SCF Svenska Mästerskapen i Cyklo cross 2026 med SWE CUP 7,8,15,David ErikssonIKHP Huskvarna,10060995095,IKHP Huskvarna,SWE,1:02:47,6,,SWE,2026-01-11
